,adress
3200,"Москва, МКАД, 23-й километр, вл3с2"
3219,"Москва, Зеленоград, Озёрная аллея, 10"
3226,"Москва, улица Островитянова, 6"
3234,"Москва, Цветной бульвар, 30к2"
3241,"Москва, Таллинская улица, 26"
3245,"Москва, Новочерёмушкинская улица, 44к1с1"
3250,"Москва, Бауманская улица, 33/2с1"
3253,"Москва, Варшавское шоссе, 39"
3256,"Москва, Дмитровское шоссе, 64, корп. 1"
3261,"Москва, Каширское шоссе, 43, корп. 5"
3270,"Москва, Большая Тульская улица, 13"
3277,"Москва, улица Красная Пресня, 21"
3285,"Москва, Скобелевская улица, вл46"
3289,"Москва, Тверская улица, 12с7"
3290,"Москва, Ярцевская улица, 32"
3300,"Москва, улица Верхние Поля, 35, корп. 4"
3302,"Москва, Сходненская улица, 56"
3303,"Москва, Школьная улица, 49"
3306,"Москва, Столешников переулок, 7, стр. 2"
3311,"Москва, Шипиловская улица, 1"
3312,"Москва, переулок Расковой, 14/22"
3322,"Москва, улица Коштоянца, 1А"
3326,"Москва, Чистопрудный бульвар, 1"
3327,"Москва, Севастопольский проспект, 28, корп. 2"
3329,"Москва, Каланчёвская улица, 29, стр. 2"
3333,"Москва, улица Каховка, 20, стр. 1"
3334,"Москва, Моховая улица, 10с1"
3342,"Москва, улица Бутлерова, 17Б"
3343,"Москва, Лаврушинский переулок, 17, стр. 2"
3344,"Москва, 5-й Лучевой просек, вл16А"
3345,"Москва, Беломорская улица, 1"
3350,"Москва, поселение Московский, Киевское шоссе, 22-й километр, 4, стр. 2, корп. Г"
3351,"Москва, поселение Марушкинское, деревня Марушкино, 48"
3355,"Москва, Новомосковская улица, 15Ас1"
3356,"Москва, Зеленоград, Сосновая аллея, 9"
3368,"Москва, Нижегородская улица, вл27Б"
3378,"Москва, Братиславская улица, 8"
3381,"Москва, Краснопролетарская улица, 16, стр. 1"
3388,"Москва, Походный проезд, 16"
3391,"Москва, Крестьянская площадь, 10с2"
3400,"Москва, Деповская улица, 3"
3404,"Москва, Кожевнический проезд, 4/5с5"
3412,"Москва, улица Россолимо, 11с5"
3425,"Москва, Смольная улица, 63Б"
3426,"Москва, Волгоградский проспект, 139"
3432,"Москва, Нижняя Сыромятническая улица, 10с9"
3434,"Москва, Комсомольский проспект, 24, стр. 1"
3443,"Москва, улица Удальцова, 50"
3457,"Москва, 2-я Песчаная улица, 3"
3460,"Москва, Сколковское шоссе, 50"
3462,"Москва, Поречная улица, 10"
3472,"Москва, Скобелевская улица, 25, корп. 1"
3477,"Москва, улица Лётчика Бабушкина, 42"
3479,"Москва, 4-й Добрынинский переулок, 1/9с21"
3485,"Москва, Кожевническая улица, 14"
3489,"Москва, Варшавское шоссе, 74, корп. 2"
3492,"Москва, 3-й Автозаводский проезд, 4"
3500,"Москва, проспект Вернадского, 6"
3501,"Москва, Тверская улица, 28к2"
3507,"Москва, улица Маршала Тухачевского, 20, корп. 1"
3508,"Москва, Енисейская улица, 5, корп. 2"
3517,"Москва, Липецкая улица, 16/14к1"
3520,"Москва, Спиридоньевский переулок, 9, стр. 1"
3523,"Москва, улица Долгова, 14А"
3524,"Москва, улица Берзарина, 20"
3526,"Москва, Родниковая улица, 4, корп. 4"
3529,"Москва, дачный посёлок Кокошкино, Железнодорожная улица, 16"
3532,"Москва, улица Пречистенка, 40/2с2"
3535,"Москва, Кронштадтский бульвар, 7А"
3542,"Москва, Мясницкая улица, 17, стр. 1"
3551,"Москва, Ботаническая улица, 17, корп. 1"
3555,"Москва, Коровинское шоссе, 9к1"
3559,"Москва, улица Мичуринский Проспект, Олимпийская Деревня, 20, корп. 1"
3570,"Москва, улица Гримау, 9, корп. 1"
3571,"Москва, поселение Филимонковское, посёлок Валуево"
3572,"Москва, проспект Будённого, 18Б"
3585,"Москва, улица Генерала Белова, 29"
3590,"Москва, 1-я Миусская улица, 4"
3597,"Москва, проспект Андропова, 42, корп. 1"
